#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1481,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,79.61,down_mb,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1482,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:36:14.227758475Z,0.007633587786259542,fail_ratio,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1482,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,0,fail_ratio,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1483,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:36:14.227758475Z,6,global_ips,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1483,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,4,global_ips,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1484,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:36:14.227758475Z,4,global_ports,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1484,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,3,global_ports,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1485,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:36:14.227758475Z,TCP/80,service,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1485,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,TCP/80,service,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1486,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:36:14.227758475Z,0.07,up_mb,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home
,,1486,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-16T07:43:14.536034188Z,0.11,up_mb,anomaly_ml,95.168.195.201,XBOX,192.168.69.20,Strukturalni anomalie provozu (ML),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:25:52.52491592Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T15:51:19.786611357Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1487,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T14:12:40.36850298Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,5.84,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,5.83,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,48.13,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,10.43,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,12.09,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:25:52.52491592Z,5.43,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T15:51:19.786611357Z,45.96,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1488,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T14:12:40.36850298Z,3.02,down_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:25:52.52491592Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T15:51:19.786611357Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1489,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T14:12:40.36850298Z,UDP/443,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,4,severity,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,4,severity,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,4,severity,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,4,severity,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1490,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,4,severity,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,6.38,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,6.37,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,49.38,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,10.959999999999999,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,12.61,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:25:52.52491592Z,9.86,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T15:51:19.786611357Z,46.410000000000004,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1491,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T14:12:40.36850298Z,4.32,total_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:23.749438467Z,0.54,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-01T11:34:28.047105214Z,0.54,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-05T15:05:17.318702043Z,1.25,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-06T15:12:31.772828232Z,0.53,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T10:43:05.526883314Z,0.52,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:25:52.52491592Z,4.43,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-10T15:51:19.786611357Z,0.45,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,1492,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-11T14:12:40.36850298Z,1.3,up_mb,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1493,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,460,connections,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1494,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1495,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,0.09782608695652174,fail_ratio,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1496,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,114,global_ips,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1497,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,16,global_ports,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1498,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-15T10:26:54.304036847Z,TCP/80,service,anomaly_ml,95.168.195.202,PWRHOUSE,192.168.69.5,Strukturalni anomalie provozu (ML),10:7c:61:06:b1:fc,home
,,1499,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:22:52.336056306Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1499,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:23:52.407065437Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1499,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:27:52.608207369Z,95.168.195.202,domain,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1500,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:22:52.336056306Z,87.11,down_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1500,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:23:52.407065437Z,40.48,down_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1500,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:27:52.608207369Z,89.94,down_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1501,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:22:52.336056306Z,TCP/80,service,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1501,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:23:52.407065437Z,TCP/80,service,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1501,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:27:52.608207369Z,TCP/80,service,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1502,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:22:52.336056306Z,87.55,total_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1502,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:23:52.407065437Z,41.91,total_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1502,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:27:52.608207369Z,90.44,total_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1503,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:22:52.336056306Z,0.44,up_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1503,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:23:52.407065437Z,1.43,up_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home
,,1503,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-09T20:27:52.608207369Z,0.5,up_mb,anomaly_ml,95.168.195.202,XBOX,192.168.69.20,Nespecificka anomalie (ML Detekce),e4:2a:ac:d1:0b:66,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1504,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1504,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,rr1---sn-n02xgoxufvg3-2gb6.googlevideo.com,domain,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,1505,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-29T22:25:46.728891941Z,13.93,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home
,,1505,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-03-30T19:51:40.089875825Z,37.08,down_mb,anomaly_ml,95.168.222.204,PWRHOUSE,192.168.69.5,Nespecificka anomalie (AI Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
